university,year,rank_display,link,country,city,region,type,research_output,student_faculty_ratio,international_students,size,faculty_count,GRE Waiver,GRE Score,IELTS,Toefl,GPA,Tuition and fees,Acceptance Ratio,UID,CID,RID,SID,TID,GRE_ID,RO_ID
Hacettepe University ,2022,801-1000,https://www.topuniversities.com/universities/hacettepe-university,Turkey,Ankara,Asia,Public,High,16.0,1.258,XL,2.912,Not Applicable,Not Applicable,6.0,113,3.0000000000000004,31257,6.600000000000003,100835,CU60,R3,S4,Type2,GRE2,RA_RO3
Harbin Engineering University,2022,801-1000,https://www.topuniversities.com/universities/harbin-engineering-university,China (Mainland),Harbin,Asia,Public,Very High,19.0,783,L,1.509,Not Applicable,Not Applicable,8.5,114,3.3000000000000007,48853,22.500000000000018,100836,CU5,R3,S2,Type2,GRE2,RA_RO1
Indiana University–Purdue University Indianapolis,2022,801-1000,https://www.topuniversities.com/universities/indiana-university-purdue-university-indianapolis,United States,Indianapolis,North America,Public,High,15.0,1.104,L,1.54,Yes,333,8.0,97,3.2000000000000006,55472,29.300000000000022,100837,CU1,R1,S2,Type2,GRE3,RA_RO3
International Christian University,2022,801-1000,https://www.topuniversities.com/universities/international-christian-university,Japan,Tokyo,Asia,Private,Medium,15.0,362,S,221,Not Applicable,Not Applicable,6.5,100,3.2000000000000006,51815,13.100000000000009,100838,CU7,R3,S3,Type1,GRE2,RA_RO4
Islamic University of Madinah,2022,801-1000,https://www.topuniversities.com/universities/islamic-university-madinah,Saudi Arabia,Medina,Asia,Public,Low,18.0,7.297,L,775,Not Applicable,Not Applicable,9.0,106,3.2000000000000006,26080,24.90000000000002,100839,CU26,R3,S2,Type2,GRE2,RA_RO5
Istanbul University,2022,801-1000,https://www.topuniversities.com/universities/istanbul-university,Turkey,Istanbul,Asia,Public,High,27.0,7.072,XL,2.429,Not Applicable,Not Applicable,8.0,115,2.5,53918,32.70000000000003,100840,CU60,R3,S4,Type2,GRE2,RA_RO3
Jordan University of Science & Technology,2022,801-1000,https://www.topuniversities.com/universities/jordan-university-science-technology,Jordan,Irbid,Asia,Public,High,15.0,2.903,L,1.561,Not Applicable,Not Applicable,7.5,96,3.3000000000000007,27357,20.500000000000014,100841,CU69,R3,S2,Type2,GRE2,RA_RO3
Kansas State University ,2022,801-1000,https://www.topuniversities.com/universities/kansas-state-university,United States,Manhattan,North America,Public,Very High,14.0,1.481,L,1.371,Yes,301,8.0,111,2.7,63493,38.60000000000003,100842,CU1,R1,S2,Type2,GRE3,RA_RO1
Kasetsart University,2022,801-1000,https://www.topuniversities.com/universities/kasetsart-university,Thailand,Bangkok,Asia,Public,High,19.0,671,XL,3.489,Not Applicable,Not Applicable,6.5,106,3.1000000000000005,28222,26.10000000000002,100843,CU36,R3,S4,Type2,GRE2,RA_RO3
Kaunas University of Technology,2022,801-1000,https://www.topuniversities.com/universities/kaunas-university-technology,Lithuania,Kaunas,Europe,Public,Very High,11.0,656,M,719,Not Applicable,Not Applicable,6.5,117,3.400000000000001,55605,34.70000000000003,100844,CU54,R2,S1,Type2,GRE2,RA_RO1
Kazakh Ablai Khan University of International Relations and World Languages,2022,801-1000,https://www.topuniversities.com/universities/kazakh-ablai-khan-university-international-relations-world-languages,Kazakhstan,Almaty,Asia,Public,Low,10.0,264,M,601,Not Applicable,Not Applicable,9.0,92,3.0000000000000004,41875,39.70000000000003,100845,CU32,R3,S1,Type2,GRE2,RA_RO5
Kazakh-British Technical University,2022,801-1000,https://www.topuniversities.com/universities/kazakh-british-technical-university,Kazakhstan,Almaty,Asia,Public,High,12.0,79,S,266,Not Applicable,Not Applicable,6.0,109,2.7,54680,30.400000000000023,100846,CU32,R3,S3,Type2,GRE2,RA_RO3
Kazan National Research Technological University,2022,801-1000,https://www.topuniversities.com/universities/kazan-national-research-technological-university,Russia,Kazan,Europe,Public,High,11.0,2.323,L,1.184,Not Applicable,Not Applicable,6.5,102,2.7,61468,24.000000000000018,100847,CU18,R2,S2,Type2,GRE2,RA_RO3
Khon Kaen University,2022,801-1000,https://www.topuniversities.com/universities/khon-kaen-university,Thailand,Khon Kaen,Asia,Public,High,17.0,1.185,XL,1.862,Not Applicable,Not Applicable,6.0,92,3.3000000000000007,44606,49.80000000000004,100848,CU36,R3,S4,Type2,GRE2,RA_RO3
King Faisal University,2022,801-1000,https://www.topuniversities.com/universities/king-faisal-university,Saudi Arabia,Hofuf,Asia,Public,High,17.0,681,XL,2.1,Not Applicable,Not Applicable,6.5,105,3.1000000000000005,47751,42.60000000000004,100849,CU26,R3,S4,Type2,GRE2,RA_RO3
King Mongkut's University of Technology Thonburi ,2022,801-1000,https://www.topuniversities.com/universities/king-mongkuts-university-technology-thonburi,Thailand,Bangkok,Asia,Public,High,14.0,322,L,986,Not Applicable,Not Applicable,7.5,91,3.1000000000000005,52977,13.000000000000009,100850,CU36,R3,S2,Type2,GRE2,RA_RO3
Kyoto Institute of Technology,2022,801-1000,https://www.topuniversities.com/universities/kyoto-institute-technology,Japan,Kyoto,Asia,Public,Very High,13.0,361,S,310,Not Applicable,Not Applicable,8.5,102,3.1000000000000005,34746,45.000000000000036,100851,CU7,R3,S3,Type2,GRE2,RA_RO1
Kyushu Institute of Technology ,2022,801-1000,https://www.topuniversities.com/universities/kyushu-institute-technology,Japan,Kitakyushu,Asia,Public,Very High,15.0,290,M,378,Not Applicable,Not Applicable,6.0,103,2.8000000000000003,38787,47.00000000000004,100852,CU7,R3,S1,Type2,GRE2,RA_RO1
Liverpool John Moores University,2022,801-1000,https://www.topuniversities.com/universities/liverpool-john-moores-university,United Kingdom,Liverpool ,Europe,Public,Very High,16.0,3.438,L,1.367,Not Applicable,Not Applicable,6.0,94,3.3000000000000007,59896,29.700000000000024,100853,CU2,R2,S2,Type2,GRE2,RA_RO1
Lodz University of Technology,2022,801-1000,https://www.topuniversities.com/universities/lodz-university-technology,Poland,Lodz,Europe,Public,Very High,10.0,473,L,1.207,Not Applicable,Not Applicable,7.0,95,3.400000000000001,66228,41.80000000000003,100854,CU47,R2,S2,Type2,GRE2,RA_RO1
London Metropolitan University,2022,801-1000,https://www.topuniversities.com/universities/london-metropolitan-university,United Kingdom,London,Europe,Public,High,19.0,3.625,M,442,Not Applicable,Not Applicable,7.5,112,2.7,25205,21.400000000000016,100855,CU2,R2,S1,Type2,GRE2,RA_RO3
London South Bank University,2022,801-1000,https://www.topuniversities.com/universities/london-south-bank-university,United Kingdom,London,Europe,Public,High,16.0,4.521,L,814,Not Applicable,Not Applicable,6.0,105,2.5,28781,47.70000000000004,100856,CU2,R2,S2,Type2,GRE2,RA_RO3
Louisiana State University,2022,801-1000,https://www.topuniversities.com/universities/louisiana-state-university,United States,Baton Rouge,North America,Public,Very High,21.0,1.315,XL,1.49,Optional,316,8.5,102,2.8000000000000003,65306,26.10000000000002,100857,CU1,R1,S4,Type2,GRE1,RA_RO1
Loyola University Chicago,2022,801-1000,https://www.topuniversities.com/universities/loyola-university-chicago,United States,Chicago,North America,Private,High,12.0,726,L,1.297,Yes,332,6.5,105,2.5,26870,35.70000000000003,100858,CU1,R1,S2,Type1,GRE3,RA_RO3
Lviv Polytechnic National University,2022,801-1000,https://www.topuniversities.com/universities/lviv-polytechnic-national-university,Ukraine,,Europe,Public,High,10.0,250,L,2.148,Not Applicable,Not Applicable,8.5,111,2.5,29387,20.300000000000015,100859,CU61,R2,S2,Type2,GRE2,RA_RO3
Manchester Metropolitan University (MMU),2022,801-1000,https://www.topuniversities.com/universities/manchester-metropolitan-university-mmu,United Kingdom,Manchester ,Europe,Public,Very High,15.0,5.512,L,1.954,Not Applicable,Not Applicable,6.0,116,3.1000000000000005,38011,37.50000000000003,100860,CU2,R2,S2,Type2,GRE2,RA_RO1
Mendel University in Brno,2022,801-1000,https://www.topuniversities.com/universities/mendel-university-brno,Czech Republic,Brno,Europe,Public,Very High,11.0,1.607,M,743,Not Applicable,Not Applicable,6.5,113,3.400000000000001,67143,4.700000000000001,100861,CU43,R2,S1,Type2,GRE2,RA_RO1
Mendeleev University of Chemical Technology,2022,801-1000,https://www.topuniversities.com/universities/mendeleev-university-chemical-technology,Russia,Moscow,Europe,Public,Very High,10.0,385,M,683,Not Applicable,Not Applicable,7.0,110,2.8000000000000003,59121,20.700000000000017,100862,CU18,R2,S1,Type2,GRE2,RA_RO1
NJSC KIMEP University,2022,801-1000,https://www.topuniversities.com/universities/njsc-kimep-university,Kazakhstan,Almaty,Asia,Private,Medium,17.0,274,S,135,Not Applicable,Not Applicable,6.0,113,3.400000000000001,40686,25.20000000000002,100863,CU32,R3,S3,Type1,GRE2,RA_RO4
Nanjing University of Aeronautics and Astronautics,2022,801-1000,https://www.topuniversities.com/universities/nanjing-university-aeronautics-astronautics,China (Mainland),Nanjing,Asia,Public,Very High,14.0,1.076,XL,2.129,Not Applicable,Not Applicable,8.5,101,3.2000000000000006,36395,8.800000000000004,100864,CU5,R3,S4,Type2,GRE2,RA_RO1
National Chung Cheng University,2022,801-1000,https://www.topuniversities.com/universities/national-chung-cheng-university,Taiwan,Minxiong Township,Asia,Public,Very High,12.0,650,M,710,Not Applicable,Not Applicable,7.0,97,2.6,68573,19.500000000000014,100865,CU15,R3,S1,Type2,GRE2,RA_RO1
Nicolaus Copernicus University ,2022,801-1000,https://www.topuniversities.com/universities/nicolaus-copernicus-university,Poland,Toruń,Europe,Public,High,10.0,689,L,2.106,Not Applicable,Not Applicable,7.0,93,2.5,68094,46.70000000000004,100866,CU47,R2,S2,Type2,GRE2,RA_RO3
Nottingham Trent University,2022,801-1000,https://www.topuniversities.com/universities/nottingham-trent-university,United Kingdom,Nottingham,Europe,Public,High,17.0,7.07,XL,,Not Applicable,Not Applicable,8.0,111,2.5,47758,40.900000000000034,100867,CU2,R2,S4,Type2,GRE2,RA_RO3
Novosibirsk State Technical University,2022,801-1000,https://www.topuniversities.com/universities/novosibirsk-state-technical-university,Russia,Novosibirsk,Europe,Public,Very High,10.0,2.285,M,1.143,Not Applicable,Not Applicable,7.5,103,3.3000000000000007,52340,37.400000000000034,100868,CU18,R2,S1,Type2,GRE2,RA_RO1
Oklahoma State University ,2022,801-1000,https://www.topuniversities.com/universities/oklahoma-state-university,United States,Stillwater,North America,Public,High,14.0,1.617,L,1.484,Yes,335,8.0,108,3.0000000000000004,34608,30.100000000000023,100869,CU1,R1,S2,Type2,GRE3,RA_RO3
Paris Lodron University of Salzburg,2022,801-1000,https://www.topuniversities.com/universities/paris-lodron-university-salzburg,Austria,Salzburg ,Europe,Public,High,22.0,5.073,L,588,Not Applicable,Not Applicable,6.5,110,2.9000000000000004,51565,41.10000000000004,100870,CU30,R2,S2,Type2,GRE2,RA_RO3
Perm State National Research University,2022,801-1000,https://www.topuniversities.com/universities/perm-state-national-research-university,Russia,Perm,Europe,Public,Very High,9.0,435,M,924,Not Applicable,Not Applicable,8.5,97,2.6,32026,47.30000000000004,100871,CU18,R2,S1,Type2,GRE2,RA_RO1
Pondicherry University,2022,801-1000,https://www.topuniversities.com/universities/pondicherry-university,India,Puducherry,Asia,Public,Very High,19.0,40,M,322,Not Applicable,Not Applicable,9.0,98,3.0000000000000004,31074,18.200000000000014,100872,CU33,R3,S1,Type2,GRE2,RA_RO1
Pontifícia Universidade Católica de São Paulo,2022,801-1000,https://www.topuniversities.com/universities/pontificia-universidade-catolica-de-sao-paulo,Brazil,São Paulo,Latin America,Private,Medium,13.0,61,M,732,Not Applicable,Not Applicable,9.0,103,3.3000000000000007,49634,47.20000000000004,100873,CU27,R5,S1,Type1,GRE2,RA_RO4
Poznań University of Technology,2022,801-1000,https://www.topuniversities.com/universities/poznan-university-technology,Poland,,Europe,Public,Very High,10.0,410,L,1.269,Not Applicable,Not Applicable,9.0,105,3.400000000000001,33001,29.600000000000023,100874,CU47,R2,S2,Type2,GRE2,RA_RO1
Prince of Songkla University,2022,801-1000,https://www.topuniversities.com/universities/prince-songkla-university,Thailand,Hat Yai,Asia,Public,High,13.0,685,XL,2.553,Not Applicable,Not Applicable,8.5,101,2.9000000000000004,45701,39.900000000000034,100875,CU36,R3,S4,Type2,GRE2,RA_RO3
Princess Sumaya University for Technology,2022,801-1000,https://www.topuniversities.com/universities/princess-sumaya-university-technology,Jordan,Amman,Asia,Private,Very High,15.0,389,S,153,Not Applicable,Not Applicable,6.0,94,2.8000000000000003,61128,31.900000000000027,100876,CU69,R3,S3,Type1,GRE2,RA_RO1
Qassim University,2022,801-1000,https://www.topuniversities.com/universities/qassim-university,Saudi Arabia,Buraydah,Asia,Public,Medium,12.0,2.901,XL,4.148,Not Applicable,Not Applicable,8.5,115,3.1000000000000005,27941,11.000000000000007,100877,CU26,R3,S4,Type2,GRE2,RA_RO4
"Queen Margaret University , Edinburgh",2022,801-1000,https://www.topuniversities.com/universities/queen-margaret-university-edinburgh,United Kingdom,Musselburgh,Europe,Public,Very High,20.0,1.254,S,207,Not Applicable,Not Applicable,6.0,90,3.3000000000000007,60576,47.10000000000004,100878,CU2,R2,S3,Type2,GRE2,RA_RO1
Rhodes University ,2022,801-1000,https://www.topuniversities.com/universities/rhodes-university,South Africa,Grahamstown,Africa,Public,Very High,13.0,1.104,M,504,Not Applicable,Not Applicable,6.5,99,2.6,68998,15.700000000000012,100879,CU38,R6,S1,Type2,GRE2,RA_RO1
Riga Stradins University,2022,801-1000,https://www.topuniversities.com/universities/riga-stradins-university,Latvia,Riga,Europe,Public,High,13.0,2.273,M,578,Not Applicable,Not Applicable,6.0,112,3.1000000000000005,65201,47.20000000000004,100880,CU73,R2,S1,Type2,GRE2,RA_RO3
Robert Gordon University,2022,801-1000,https://www.topuniversities.com/universities/robert-gordon-university,United Kingdom,Aberdeen,Europe,Public,High,19.0,2.387,M,518,Not Applicable,Not Applicable,7.0,112,3.400000000000001,57508,42.10000000000004,100881,CU2,R2,S1,Type2,GRE2,RA_RO3
Russian Presidential Academy of National Economy and Public Administration,2022,801-1000,https://www.topuniversities.com/universities/russian-presidential-academy-national-economy-public-administration,Russia,Moscow,Europe,Public,Very High,9.0,1.373,XL,4.984,Not Applicable,Not Applicable,7.5,107,3.0000000000000004,52342,12.600000000000009,100882,CU18,R2,S4,Type2,GRE2,RA_RO1
Rutgers University–Newark,2022,801-1000,https://www.topuniversities.com/universities/rutgers-university-newark,United States,Newark,North America,Public,High,14.0,1.246,M,764,No,Not Required,6.5,103,2.9000000000000004,59544,47.80000000000004,100883,CU1,R1,S1,Type2,GRE4,RA_RO3
Ryerson University,2022,801-1000,https://www.topuniversities.com/universities/ryerson-university,Canada,Toronto,North America,Public,Very High,38.0,1.365,XL,877,Not Applicable,Not Applicable,8.5,93,3.0000000000000004,48812,30.000000000000025,100884,CU8,R1,S4,Type2,GRE2,RA_RO1
Seattle University,2022,801-1000,https://www.topuniversities.com/universities/seattle-university,United States,Seattle,North America,Private,High,11.0,702,M,601,Optional,326,6.0,110,2.7,52837,28.00000000000002,100885,CU1,R1,S1,Type1,GRE1,RA_RO3
Shinshu University ,2022,801-1000,https://www.topuniversities.com/universities/shinshu-university,Japan,Matsumoto City,Asia,Public,Very High,10.0,387,M,1.055,Not Applicable,Not Applicable,8.5,112,3.1000000000000005,27227,37.50000000000003,100886,CU7,R3,S1,Type2,GRE2,RA_RO1
Siksha 'O' Anusandhan (Deemed to be University),2022,801-1000,https://www.topuniversities.com/universities/siksha-o-anusandhan-deemed-be-university,India,Bhubaneswar,Asia,Private,Very High,10.0,215,L,1.292,Not Applicable,Not Applicable,7.5,115,2.7,60661,3.1,100887,CU33,R3,S2,Type1,GRE2,RA_RO1
Silesian University of Technology,2022,801-1000,https://www.topuniversities.com/universities/silesian-university-technology,Poland,Gliwice,Europe,Public,Very High,11.0,270,L,1.632,Not Applicable,Not Applicable,7.0,105,2.7,56950,10.100000000000007,100888,CU47,R2,S2,Type2,GRE2,RA_RO1
Slovak University of Technology in Bratislava,2022,801-1000,https://www.topuniversities.com/universities/slovak-university-technology-bratislava,Slovakia,Bratislava,Europe,Public,Very High,10.0,375,L,1.255,Not Applicable,Not Applicable,8.0,99,2.8000000000000003,30662,19.400000000000013,100889,CU68,R2,S2,Type2,GRE2,RA_RO1
Sophia University ,2022,801-1000,https://www.topuniversities.com/universities/sophia-university,Japan,Tokyo,Asia,Private,High,13.0,1.786,L,1.071,Not Applicable,Not Applicable,7.5,112,3.1000000000000005,65266,39.00000000000003,100890,CU7,R3,S2,Type1,GRE2,RA_RO3
South Ural State University (National Research University),2022,801-1000,https://www.topuniversities.com/universities/south-ural-state-university-national-research-university,Russia,Chelyabinsk,Europe,Public,High,10.0,1.587,L,1.423,Not Applicable,Not Applicable,6.5,115,2.6,67705,49.20000000000004,100891,CU18,R2,S2,Type2,GRE2,RA_RO3
Southern Methodist University,2022,801-1000,https://www.topuniversities.com/universities/southern-methodist-university,United States,Dallas,North America,Private,Very High,10.0,1.213,M,969,No,Not Required,6.5,93,3.2000000000000006,47288,39.20000000000003,100892,CU1,R1,S1,Type1,GRE4,RA_RO1
Szent Istvan University,2022,801-1000,https://www.topuniversities.com/universities/szent-istvan-university,Hungary,Budapest,Europe,Public,Very High,9.0,1.55,M,1.123,Not Applicable,Not Applicable,6.0,99,2.9000000000000004,50404,12.90000000000001,100893,CU63,R2,S1,Type2,GRE2,RA_RO1
Széchenyi István University,2022,801-1000,https://www.topuniversities.com/universities/szechenyi-istvan-university,Hungary,Győr,Europe,Private,Medium,12.0,485,M,688,Not Applicable,Not Applicable,6.0,113,3.1000000000000005,29072,20.300000000000015,100894,CU63,R2,S1,Type1,GRE2,RA_RO4
